year,country,country_id,artist,song,language,final_place,final_points,final_points_tele,final_points_jury,final_running,which_semifinal,semifinal_place,semifinal_points,semifinal_points_tele,semifinal_points_jury,semifinal_running
2012,Finland,Finland,Pernilla Karlsson,När jag blundar,Swedish,NQ,NQ,,,,1,12,41,,,9.0
2012,France,fr,Anggun,Echo (You and I),"French, English",22,21,,,9.0,AQ,AQ,AQ,,,
2012,Georgia,Georgia,Anri Jokhadze,I'm a Joker,"English, Georgian",NQ,NQ,,,,,14,36,,,12.0
2012,Germany,de,Roman Lob,Standing Still,English,8,110,,,20.0,AQ,AQ,AQ,,,
2012,Greece,gr,Eleftheria Eleftheriou,Aphrodisiac,English,17,64,,,16.0,1,4,116,,,3.0
2012,Hungary,hu,Compact Disco,Sound of Our Hearts,English,24,19,,,2.0,1,10,52,,,15.0
2012,Iceland,is,Greta Salóme and Jónsi,Never Forget,English,20,46,,,7.0,1,8,75,,,2.0
2012,Ireland,ie,Jedward,Waterline,English,19,46,,,23.0,1,6,92,,,18.0
2012,Israel,Israel,Izabo,Time,"English, Hebrew",NQ,NQ,,,,1,13,33,,,10.0
2012,Italy,it,Nina Zilli,L'amore è femmina (Out of Love),"English, Italian",9,101,,,10.0,AQ,AQ,AQ,,,
2012,Latvia,Latvia,Anmary,Beautiful Song,English,NQ,NQ,,,,1,16,17,,,4.0
2012,Lithuania,lt,Donny Montell,Love Is Blind,English,14,70,,,4.0,2,3,104,,,18.0
2012,Malta,mt,Kurt Calleja,This Is the Night,English,21,41,,,21.0,2,7,70,,,4.0
2012,Moldova,md,Pasha Parfeny,Lăutar,English,11,81,,,26.0,1,5,100,,,17.0
2012,Montenegro,Montenegro,Rambo Amadeus,Euro Neuro,English,NQ,NQ,,,,1,15,20,,,1.0
2012,Netherlands,Netherlands,Joan Franka,You and Me,English,NQ,NQ,,,,2,15,35,,,3.0
2012,North Macedonia,mk,Kaliopi,Crno i belo (Црно и бело),Macedonian,13,71,,,22.0,2,9,53,,,2.0
2012,Norway,no,Tooji,Stay,English,26,7,,,12.0,2,10,45,,,16.0
2012,Portugal,Portugal,Filipa Sousa,Vida minha,Portuguese,NQ,NQ,,,,2,13,39,,,6.0
2012,Romania,ro,Mandinga,Zaleilah,"Spanish, English",12,71,,,14.0,1,3,120,,,6.0
2012,Russia,ru,Buranovskiye Babushki,Party for Everybody,"Udmurt, English",2,259,,,6.0,1,1,152,,,14.0
2012,San Marino,San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),English,NQ,NQ,,,,1,14,31,,,11.0
2012,Serbia,rs,Željko Joksimović,Nije ljubav stvar (Није љубав ствар),Serbian,3,214,,,24.0,2,2,159,,,1.0
2012,Slovakia,Slovakia,Max Jason Mai,Don't Close Your Eyes,English,NQ,NQ,,,,2,18,22,,,15.0
2012,Slovenia,Slovenia,Eva Boto,Verjamem,Slovene,NQ,NQ,,,,2,17,31,,,9.0
2012,Spain,es,Pastora Soler,Quédate conmigo (Stay With Me),Spanish,10,97,,,19.0,AQ,AQ,AQ,,,
2012,Sweden,se,Loreen,Euphoria,English,1,372,,,17.0,2,1,181,,,11.0
2012,Switzerland,Switzerland,Sinplus,Unbreakable,English,NQ,NQ,,,,1,11,45,,,7.0
2012,Turkey,tr,Can Bonomo,Love Me Back,English,7,112,,,18.0,2,5,80,,,13.0
2012,Ukraine,ua,Gaitana,Be My Guest,English,15,65,,,25.0,2,8,64,,,7.0
2012,United Kingdom,gb,Engelbert Humperdinck,Love Will Set You Free,English,25,12,,,1.0,AQ,AQ,AQ,,,
2013,Albania,Albania,Adrian Lulgjuraj & Bledar Sejko,Identitet,Albanian,NQ,NQ,,,,2,15,31,,,14.0
2013,Armenia,am,Dorians,Lonely Planet,English,18,41,,,12.0,2,7,69,,,11.0
2013,Austria,Austria,Natália Kelly,Shine,English,NQ,NQ,,,,1,14,27,,,1.0
2013,Azerbaijan,az,Farid Mammadov,Hold Me,English,2,234,,,20.0,2,1,139,,,4.0
2013,Belarus,by,Alyona Lanskaya,Solayoh,English,16,48,,,8.0,1,7,64,,,11.0
2013,Belgium,be,Roberto Bellarosa,Love Kills,English,12,71,,,6.0,1,5,75,,,15.0
2013,Bulgaria,Bulgaria,Elitsa Todorova & Stoyan Yankoulov,Samo shampioni (Само шампиони),Bulgarian,NQ,NQ,,,,2,12,45,,,7.0
2013,Croatia,Croatia,Klapa s Mora,Mižerja,Croatian,NQ,NQ,,,,1,13,38,,,4.0
2013,Cyprus,Cyprus,Despina Olympiou,An me thimasai (Aν με θυμάσαι),Greek,NQ,NQ,,,,1,15,11,,,14.0
2013,Denmark,dk,Emmelie de Forest,Only Teardrops,English,1,281,,,18.0,1,1,167,,,5.0
2013,Estonia,ee,Birgit,Et uus saaks alguse,Estonian,20,19,,,7.0,1,10,52,,,2.0
2013,Finland,fi,Krista Siegfrids,Marry Me,English,24,13,,,4.0,2,9,64,,,5.0
2013,France,fr,Amandine Bourgeois,L'enfer et moi,French,23,14,,,1.0,AQ,AQ,AQ,,,
2013,Georgia,ge,Nodi Tatishvili and Sophie Gelovani,Waterfall,English,15,50,,,25.0,2,10,63,,,15.0
2013,Germany,de,Cascada,Glorious,English,21,18,,,11.0,AQ,AQ,AQ,,,
2013,Greece,gr,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Greek,6,152,,,21.0,2,2,121,,,9.0
2013,Hungary,hu,ByeAlex,Kedvesem (Zoohacker Remix),Hungarian,10,84,,,17.0,2,8,66,,,12.0
2013,Iceland,is,Eythor Ingi,Ég á líf,Icelandic,17,47,,,19.0,2,6,72,,,8.0
2013,Ireland,ie,Ryan Dolan,Only Love Survives,English,26,5,,,26.0,1,8,54,,,13.0
2013,Israel,Israel,Moran Mazor,Rak Bishvilo (רק בשבילו),Hebrew,NQ,NQ,,,,2,14,40,,,10.0
2013,Italy,it,Marco Mengoni,L'essenziale,Italian,7,126,,,23.0,AQ,AQ,AQ,,,
2013,Latvia,Latvia,PeR,Here We Go,English,NQ,NQ,,,,2,17,13,,,1.0
2013,Lithuania,lt,Andrius Pojavis,Something,English,22,17,,,2.0,1,9,53,,,10.0
2013,Malta,mt,Gianluca,Tomorrow,English,8,120,,,9.0,2,4,118,,,6.0
2013,Moldova,md,Aliona Moon,O mie,Romanian,11,71,,,3.0,1,4,95,,,12.0
2013,Montenegro,Montenegro,Who See,Igranka (Игранка),Montenegrin,NQ,NQ,,,,1,12,41,,,9.0
2013,Netherlands,nl,Anouk,Birds,English,9,114,,,13.0,1,6,75,,,8.0
2013,North Macedonia,North Macedonia,Esma & Lozano,Pred da se razdeni (Пред да се раздени),"Macedonian, Romani",NQ,NQ,,,,2,16,28,,,3.0
2013,Norway,no,Margaret Berger,I Feed You My Love,English,4,191,,,24.0,2,3,120,,,13.0
2013,Romania,ro,Cezar,It's My Life,English,13,65,,,14.0,2,4,83,,,17.0
2013,Russia,ru,Dina Garipova,What If,English,5,174,,,10.0,1,2,156,,,6.0
2013,San Marino,San Marino,Valentina Monetta,Crisalide (Vola),Italian,NQ,NQ,,,,2,11,47,,,2.0
2013,Serbia,Serbia,Moje 3,Ljubav je svuda (Љубав је свуда),Serbian,NQ,NQ,,,,1,11,46,,,16.0
2013,Slovenia,Slovenia,Hannah,Straight into Love,English,NQ,NQ,,,,1,16,8,,,3.0
2013,Spain,es,ESDM,Contigo hasta el final,Spanish,25,8,,,5.0,AQ,AQ,AQ,,,
2013,Sweden,se,Robin Stjernberg,You,English,14,62,,,16.0,AQ,AQ,AQ,,,
2013,Switzerland,Switzerland,Takasa,You and Me,English,NQ,NQ,,,,2,13,41,,,16.0
2013,Ukraine,ua,Zlata Ognevich,Gravity,English,3,214,,,22.0,2,3,140,,,7.0
2013,United Kingdom,gb,Bonnie Tyler,Believe in Me,English,19,23,,,15.0,AQ,AQ,AQ,,,
2014,Albania,Albania,Hersi,One Night's Anger,English,NQ,NQ,,,,1,15,22,,,6.0
2014,Armenia,am,Aram MP3,Not Alone,English,4,174,,,7.0,1,4,121,,,1.0
2014,Austria,at,Conchita Wurst,Rise Like a Phoenix,English,1,290,,,11.0,2,1,169,,,6.0
2014,Azerbaijan,az,Dilara Kazimova,Start a Fire,English,22,33,,,3.0,1,9,57,,,8.0
2014,Belarus,by,Teo,Cheesecake,English,16,43,,,2.0,2,5,87,,,10.0
2014,Belgium,Belgium,Axel Hirsoux,Mother,English,NQ,NQ,,,,1,14,28,,,10.0
2014,Denmark,dk,Basim,Cliché Love Song,English,9,74,,,23.0,AQ,AQ,AQ,,,
2014,Estonia,Estonia,Tanja,Amazing,English,NQ,NQ,,,,1,12,36,,,3.0
2014,Finland,fi,Softengine,Something Better,English,11,72,,,18.0,2,3,97,,,8.0
2014,France,fr,TWIN TWIN,Moustache,French,26,2,,,14.0,AQ,AQ,AQ,,,
2014,Georgia,Georgia,The Shin and Mariko,Three Minutes to Earth,English,NQ,NQ,,,,2,15,15,,,4.0
2014,Germany,de,Elaiza,Is It Right,English,18,39,,,12.0,AQ,AQ,AQ,,,
2014,Greece,gr,Freaky Fortune feat. RiskyKidd,Rise Up,English,20,35,,,10.0,2,7,74,,,13.0
2014,Hungary,hu,András Kállay-Saunders,Running,English,5,143,,,21.0,1,3,127,,,16.0
2014,Iceland,is,Pollapönk,No Prejudice,English,15,58,,,4.0,1,8,61,,,5.0
2014,Ireland,Ireland,Can-Linn feat. Kasey Smith,Heartbeat,English,NQ,NQ,,,,2,12,35,,,9.0
2014,Israel,Israel,Mei Finegold,Same Heart,"English, Hebrew",NQ,NQ,,,,2,14,19,,,2.0
2014,Italy,it,Emma,La mia città,Italian,21,33,,,16.0,AQ,AQ,AQ,,,
2014,Latvia,Latvia,Aarzemnieki,Cake to Bake,English,NQ,NQ,,,,1,13,33,,,2.0
2014,Lithuania,Lithuania,Vilija,Attention,English,NQ,NQ,,,,2,11,36,,,7.0
2014,Malta,mt,Firelight,Coming Home,English,23,32,,,22.0,2,9,63,,,1.0
2014,Moldova,Moldova,Cristina Scarlat,Wild Soul,English,NQ,NQ,,,,1,16,13,,,11.0
2014,Montenegro,me,Sergej Ćetković,Moj svijet (Мој свијет),Montenegrin,19,37,,,8.0,1,7,63,,,15.0
2014,Netherlands,nl,The Common Linnets,Calm After the Storm,English,2,238,,,24.0,1,1,150,,,14.0
2014,North Macedonia,North Macedonia,Tijana,To the Sky,English,NQ,NQ,,,,2,13,33,,,11.0
2014,Norway,no,Carl Espen,Silent Storm,English,8,88,,,5.0,2,6,77,,,3.0
2014,Poland,pl,Donatan & Cleo,My Słowianie – We Are Slavic,"Polish, English",14,62,,,9.0,2,8,70,,,5.0
2014,Portugal,Portugal,Suzy,Quero ser tua,Portuguese,NQ,NQ,,,,1,11,39,,,13.0
2014,Romania,ro,Paula Seling & Ovi,Miracle,English,12,72,,,6.0,2,2,125,,,15.0
2014,Russia,ru,Tolmachevy Sisters,Shine,English,7,89,,,15.0,1,6,63,,,7.0
2014,San Marino,sm,Valentina Monetta,Maybe,English,24,14,,,25.0,1,10,40,,,12.0
2014,Slovenia,si,Tinkara Kovač,Round and Round,"English, Slovene",25,9,,,17.0,2,10,52,,,14.0
2014,Spain,es,Ruth Lorenzo,Dancing in the Rain,"English, Spanish",10,74,,,19.0,AQ,AQ,AQ,,,
2014,Sweden,se,Sanna Nielsen,Undo,English,3,218,,,13.0,1,2,131,,,4.0
2014,Switzerland,ch,Sebalter,Hunter of Stars,English,13,64,,,20.0,2,4,92,,,12.0
2014,Ukraine,ua,Mariya Yaremchuk,Tick-Tock,English,6,113,,,1.0,1,5,118,,,9.0
2014,United Kingdom,gb,Molly Smitten-Downes,Children of the Universe,English,17,40,,,26.0,AQ,AQ,AQ,,,
2015,Albania,al,Elhaida Dani,I'm Alive,English,17,34,,,26.0,1,10,62,,,14.0
2015,Armenia,am,Genealogy,Face the Shadow,English,16,34,,,6.0,1,7,77,,,2.0
2015,Australia,au,Guy Sebastian,Tonight Again,English,5,196,,,12.0,AQ,AQ,AQ,,,
2015,Austria,at,The Makemakes,I Am Yours,English,26,0,,,14.0,AQ,AQ,AQ,,,
2015,Azerbaijan,az,Elnur Huseynov,Hour of the Wolf,English,12,49,,,24.0,2,10,53,,,11.0
2015,Belarus,Belarus,Uzari & Maimuna,Time,English,NQ,NQ,,,,1,12,39,,,11.0
2015,Belgium,be,Loïc Nottet,Rhythm Inside,English,4,217,,,13.0,1,2,149,,,3.0
2015,Cyprus,cy,John Karayiannis,One Thing I Should Have Done,English,22,11,,,11.0,2,6,87,,,15.0
2015,Czech Republic,Czech Republic,Marta Jandová & Václav Noid Bárta,Hope Never Dies,English,NQ,NQ,,,,2,13,33,,,8.0
2015,Denmark,Denmark,Anti Social Media,The Way You Are,English,NQ,NQ,,,,1,13,33,,,13.0
2015,Estonia,ee,Elina Born & Stig Rästa,Goodbye to Yesterday,English,7,106,,,4.0,1,3,105,,,7.0
2015,Finland,Finland,Pertti Kurikan Nimipäivät,Aina mun pitää,Finnish,NQ,NQ,,,,1,16,13,,,5.0
2015,France,fr,Lisa Angell,N'oubliez pas,French,25,4,,,2.0,AQ,AQ,AQ,,,
2015,Georgia,ge,Nina Sublatti,Warrior,English,11,51,,,23.0,1,4,98,,,16.0
2015,Germany,de,Ann Sophie,Black Smoke,English,27,0,,,17.0,AQ,AQ,AQ,,,
2015,Greece,gr,Maria Elena Kyriakou,One Last Breath,English,19,23,,,15.0,1,6,81,,,6.0
2015,Hungary,hu,Boggie,Wars for Nothing,English,20,19,,,22.0,1,8,67,,,10.0
2015,Iceland,Iceland,Maria Olafs,Unbroken,English,NQ,NQ,,,,2,15,14,,,12.0
2015,Ireland,Ireland,Molly Sterling,Playing with Numbers,English,NQ,NQ,,,,2,12,35,,,2.0
2015,Israel,il,Nadav Guedj,Golden Boy,English,9,97,,,3.0,2,3,151,,,9.0
2015,Italy,it,Il Volo,Grande amore,Italian,3,292,,,27.0,AQ,AQ,AQ,,,
2015,Latvia,lv,Aminata,Love Injected,English,6,186,,,19.0,2,2,155,,,10.0
2015,Lithuania,lt,Monika Linkytė & Vaidas Baumila,This Time,English,18,30,,,7.0,2,7,67,,,1.0
2015,Malta,Malta,Amber,Warrior,English,NQ,NQ,,,,2,11,43,,,5.0
2015,Moldova,Moldova,Eduard Romanyuta,I Want Your Love,English,NQ,NQ,,,,1,11,41,,,1.0
2015,Montenegro,me,Knez,Adio,Montenegrin,13,44,,,16.0,2,9,57,,,4.0
2015,Netherlands,Netherlands,Trijntje Oosterhuis,Walk Along,English,NQ,NQ,,,,1,14,33,,,4.0
2015,North Macedonia,North Macedonia,Daniel Kajmakoski,Autumn Leaves,English,NQ,NQ,,,,1,15,28,,,8.0
2015,Norway,no,Mørland & Debrah Scarlett,A Monster Like Me,English,8,102,,,9.0,2,4,123,,,6.0
2015,Poland,pl,Monika Kuszyńska,In the Name of Love,English,23,10,,,18.0,2,8,57,,,17.0
2015,Portugal,Portugal,Leonor Andrade,Há um mar que nos separa,Portuguese,NQ,NQ,,,,2,14,19,,,7.0
2015,Romania,ro,Voltaj,De la capăt,"Romanian, English",15,35,,,20.0,1,5,89,,,15.0
2015,Russia,ru,Polina Gagarina,A Million Voices,English,2,303,,,25.0,1,1,182,,,12.0
2015,San Marino,San Marino,Anita Simoncini & Michele Perniola,Chain of Lights,English,NQ,NQ,,,,2,16,11,,,3.0
2015,Serbia,rs,Bojana Stamenov,Beauty Never Lies,English,10,53,,,8.0,1,9,63,,,9.0
2015,Slovenia,si,Maraaya,Here for You,English,14,39,,,1.0,2,5,92,,,16.0
2015,Spain,es,Edurne,Amanecer,Spanish,21,15,,,21.0,AQ,AQ,AQ,,,
2015,Sweden,se,Måns Zelmerlöw,Heroes,English,1,365,,,10.0,2,1,217,,,13.0
2015,Switzerland,Switzerland,Mélanie René,Time to Shine,English,NQ,NQ,,,,2,17,4,,,14.0
2015,United Kingdom,gb,Electro Velvet,Still in Love with You,English,24,5,,,5.0,AQ,AQ,AQ,,,
2016,Albania,Albania,Eneda Tarifa,Fairytale,English,NQ,NQ,,,,2,16,45,35.0,10.0,17.0
2016,Armenia,am,Iveta Mukuchyan,LoveWave,English,7,249,134.0,115.0,26.0,1,2,243,116.0,127.0,7.0
2016,Australia,au,Dami Im,Sound of Silence,English,2,511,191.0,320.0,13.0,2,1,330,142.0,188.0,10.0
2016,Austria,at,Zoë,Loin d'ici,French,13,151,120.0,31.0,24.0,1,7,170,133.0,37.0,12.0
2016,Azerbaijan,az,Samra,Miracle,English,17,117,73.0,44.0,4.0,1,6,185,93.0,92.0,14.0
2016,Belarus,Belarus,Ivan,Help You Fly,English,NQ,NQ,,,,2,12,84,52.0,32.0,5.0
2016,Belgium,be,Laura Tesoro,What's the Pressure,English,10,181,51.0,130.0,1.0,2,3,274,135.0,139.0,18.0
2016,Bosnia and Herzegovina,Bosnia and Herzegovina,Dalal & Deen feat. Ana Rucner and Jala,Ljubav je,Bosnian,NQ,NQ,,,,1,11,104,78.0,26.0,17.0
2016,Bulgaria,bg,Poli Genova,If Love Was a Crime,"English, Bulgarian",4,307,180.0,127.0,8.0,2,5,220,122.0,98.0,12.0
2016,Croatia,hr,Nina Kraljić,Lighthouse,English,23,73,33.0,40.0,17.0,1,10,133,53.0,80.0,5.0
2016,Cyprus,cy,Minus One,Alter Ego,English,21,96,53.0,43.0,14.0,1,8,164,93.0,71.0,11.0
2016,Czech Republic,cz,Gabriela Gunčíková,I Stand,English,25,41,0.0,41.0,2.0,1,9,161,41.0,120.0,10.0
2016,Denmark,Denmark,Lighthouse X,Soldiers of Love,English,NQ,NQ,,,,2,17,34,24.0,10.0,13.0
2016,Estonia,Estonia,Jüri Pootsmann,Play,English,NQ,NQ,,,,1,18,24,15.0,9.0,13.0
2016,Finland,Finland,Sandhja,Sing It Away,English,NQ,NQ,,,,1,15,51,16.0,35.0,1.0
2016,France,fr,Amir,J'ai cherché,"French, English",6,257,109.0,148.0,11.0,AQ,AQ,AQ,,,
2016,Georgia,ge,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,English,20,104,24.0,80.0,23.0,2,9,123,39.0,84.0,16.0
2016,Germany,de,Jamie-Lee,Ghost,English,26,11,10.0,1.0,10.0,AQ,AQ,AQ,,,
2016,Greece,Greece,Argo,Utopian Land,"English, Greek",NQ,NQ,,,,1,16,44,22.0,22.0,2.0
2016,Hungary,hu,Freddie,Pioneer,English,19,108,56.0,52.0,5.0,1,4,197,119.0,78.0,4.0
2016,Iceland,Iceland,Greta Salóme,Hear Them Calling,English,NQ,NQ,,,,1,14,51,24.0,27.0,16.0
2016,Ireland,Ireland,Nicky Byrne,Sunlight,English,NQ,NQ,,,,2,15,46,31.0,15.0,7.0
2016,Israel,il,Hovi Star,Made of Stars,English,14,135,11.0,124.0,7.0,2,7,147,20.0,127.0,4.0
2016,Italy,it,Francesca Michielin,No Degree of Separation,"Italian, English",16,124,34.0,90.0,6.0,AQ,AQ,AQ,,,
2016,Latvia,lv,Justs,Heartbeat,English,15,132,63.0,69.0,20.0,2,8,132,68.0,64.0,1.0
2016,Lithuania,lt,Donny Montell,I've Been Waiting for This Night,English,9,200,96.0,104.0,16.0,2,4,222,118.0,104.0,9.0
2016,Malta,mt,Ira Losco,Walk on Water,English,12,153,16.0,137.0,22.0,1,3,209,54.0,155.0,18.0
2016,Moldova,Moldova,Lidia Isac,Falling Stars,English,NQ,NQ,,,,1,17,33,9.0,24.0,3.0
2016,Montenegro,Montenegro,Highway,The Real Thing,English,NQ,NQ,,,,1,13,60,14.0,46.0,15.0
2016,Netherlands,nl,Douwe Bob,Slow Down,English,11,153,39.0,114.0,3.0,1,5,197,95.0,102.0,6.0
2016,North Macedonia,North Macedonia,Kaliopi,Dona (Дона),Macedonian,NQ,NQ,,,,2,11,88,54.0,34.0,8.0
2016,Norway,Norway,Agnete,Icebreaker,English,NQ,NQ,,,,2,13,63,34.0,29.0,15.0
2016,Poland,pl,Michał Szpak,Color of Your Life,English,8,229,222.0,7.0,12.0,2,6,151,131.0,20.0,2.0
2016,Russia,ru,Sergey Lazarev,You Are the Only One,English,3,491,361.0,130.0,18.0,1,1,342,194.0,148.0,9.0
2016,San Marino,San Marino,Serhat,I Didn't Know,English,NQ,NQ,,,,1,12,68,49.0,19.0,8.0
2016,Serbia,rs,Sanja Vučić ZAA,Goodbye (Shelter),English,18,115,80.0,35.0,15.0,2,10,105,50.0,55.0,6.0
2016,Slovenia,Slovenia,ManuElla,Blue and Red,English,NQ,NQ,,,,2,14,57,8.0,49.0,11.0
2016,Spain,es,Barei,Say Yay!,English,22,77,10.0,67.0,19.0,AQ,AQ,AQ,,,
2016,Sweden,se,Frans,If I Were Sorry,English,5,261,139.0,122.0,9.0,AQ,AQ,AQ,,,
2016,Switzerland,Switzerland,Rykka,The Last of Our Kind,English,NQ,NQ,,,,2,18,28,3.0,25.0,3.0
2016,Ukraine,ua,Jamala,1944,"English, Crimean Tatar",1,534,323.0,211.0,21.0,2,2,287,152.0,135.0,14.0
2016,United Kingdom,gb,Joe and Jake,You're Not Alone,English,24,62,8.0,54.0,25.0,AQ,AQ,AQ,,,
2017,Albania,Albania,Lindita,World,English,NQ,NQ,,,,1,14,76,38.0,38.0,4.0
2017,Armenia,am,Artsvik,Fly with Me,English,18,79,21.0,58.0,5.0,1,7,152,65.0,87.0,16.0
2017,Australia,au,Isaiah,Don't Come Easy,English,9,173,2.0,171.0,14.0,1,6,160,21.0,139.0,3.0
2017,Austria,at,Nathan Trent,Running on Air,English,16,93,0.0,93.0,4.0,2,7,147,32.0,115.0,2.0
2017,Azerbaijan,az,Dihaj,Skeletons,English,14,120,42.0,78.0,12.0,1,8,150,63.0,87.0,8.0
2017,Belarus,by,Naviband,Story of My Life,Belarusian,17,83,33.0,50.0,3.0,2,9,110,55.0,55.0,14.0
2017,Belgium,be,Blanche,City Lights,English,4,363,255.0,108.0,23.0,1,4,165,125.0,40.0,5.0
2017,Bulgaria,bg,Kristian Kostov,Beautiful Mess,English,2,615,337.0,278.0,25.0,2,1,403,204.0,199.0,15.0
2017,Croatia,hr,Jacques Houdek,My Friend,"English, Italian",13,128,103.0,25.0,13.0,2,8,141,104.0,37.0,11.0
2017,Cyprus,cy,Hovig,Gravity,English,21,68,32.0,36.0,19.0,1,5,164,103.0,61.0,15.0
2017,Czech Republic,Czech Republic,Martina Bárta,My Turn,English,NQ,NQ,,,,1,13,83,2.0,81.0,14.0
2017,Denmark,dk,Anja Nissen,Where I Am,English,20,77,8.0,69.0,10.0,2,10,101,5.0,96.0,8.0
2017,Estonia,Estonia,Koit Toome and Laura,Verona,English,NQ,NQ,,,,2,14,85,69.0,16.0,17.0
2017,Finland,Finland,Norma John,Blackbird,English,NQ,NQ,,,,1,12,92,51.0,41.0,7.0
2017,France,fr,Alma,Requiem,"French, English",12,135,90.0,45.0,26.0,AQ,AQ,AQ,,,
2017,Georgia,Georgia,Tamara Gachechiladze,Keep the Faith,English,NQ,NQ,,,,1,11,99,37.0,62.0,2.0
2017,Germany,de,Levina,Perfect Life,English,25,6,3.0,3.0,21.0,AQ,AQ,AQ,,,
2017,Greece,gr,Demy,This Is Love,English,19,77,29.0,48.0,15.0,1,10,115,54.0,61.0,10.0
2017,Hungary,hu,Joci Pápai,Origo,Hungarian,8,200,152.0,48.0,8.0,2,2,231,165.0,66.0,7.0
2017,Iceland,Iceland,Svala,Paper,English,NQ,NQ,,,,1,15,60,31.0,29.0,13.0
2017,Ireland,Ireland,Brendan Murray,Dying to Try,English,NQ,NQ,,,,2,13,86,41.0,45.0,9.0
2017,Israel,il,IMRI,I Feel Alive,English,23,39,5.0,34.0,1.0,2,3,207,132.0,75.0,18.0
2017,Italy,it,Francesco Gabbani,Occidentali's Karma,Italian,6,334,208.0,126.0,9.0,AQ,AQ,AQ,,,
2017,Latvia,Latvia,Triana Park,Line,English,NQ,NQ,,,,1,18,21,20.0,1.0,18.0
2017,Lithuania,Lithuania,Fusedmarc,Rain of Revolution,English,NQ,NQ,,,,2,17,42,25.0,17.0,16.0
2017,Malta,Malta,Claudia Faniello,Breathlessly,English,NQ,NQ,,,,2,16,55,0.0,55.0,4.0
2017,Moldova,md,Sunstroke Project,"Hey, Mamma!",English,3,374,264.0,110.0,7.0,1,2,291,180.0,111.0,12.0
2017,Montenegro,Montenegro,Slavko Kalezić,Space,English,NQ,NQ,,,,1,16,56,39.0,17.0,6.0
2017,Netherlands,nl,O'G3NE,Lights and Shadows,English,11,150,15.0,135.0,6.0,2,4,200,51.0,149.0,6.0
2017,North Macedonia,North Macedonia,Jana Burčeska,Dance Alone,English,NQ,NQ,,,,2,15,69,40.0,29.0,3.0
2017,Norway,no,JOWST,Grab the Moment,English,10,158,29.0,129.0,17.0,2,5,189,52.0,137.0,12.0
2017,Poland,pl,Kasia Moś,Flashlight,English,22,64,41.0,23.0,2.0,1,9,119,69.0,50.0,11.0
2017,Portugal,pt,Salvador Sobral,Amar pelos dois,Portuguese,1,758,376.0,382.0,11.0,1,1,370,197.0,173.0,9.0
2017,Romania,ro,Ilinca ft. Alex Florea,Yodel It!,English,7,282,224.0,58.0,20.0,2,6,174,148.0,26.0,5.0
2017,San Marino,San Marino,Valentina Monetta and Jimmie Wilson,Spirit of the Night,English,NQ,NQ,,,,2,18,1,1.0,0.0,10.0
2017,Serbia,Serbia,Tijana Bogićević,In Too Deep,English,NQ,NQ,,,,2,11,98,45.0,53.0,1.0
2017,Slovenia,Slovenia,Omar Naber,On My Way,English,NQ,NQ,,,,1,17,36,20.0,16.0,17.0
2017,Spain,es,Manel Navarro,Do It for Your Lover,"Spanish, English",26,5,5.0,0.0,16.0,AQ,AQ,AQ,,,
2017,Sweden,se,Robin Bengtsson,I Can't Go On,English,5,344,126.0,218.0,24.0,1,3,227,103.0,124.0,1.0
2017,Switzerland,Switzerland,Timebelle,Apollo,English,NQ,NQ,,,,2,12,97,49.0,48.0,13.0
2017,Ukraine,ua,O.Torvald,Time,English,24,36,24.0,12.0,22.0,AQ,AQ,AQ,,,
2017,United Kingdom,gb,Lucie Jones,Never Give Up on You,English,15,111,12.0,99.0,18.0,AQ,AQ,AQ,,,
2018,Albania,al,Eugent Bushpepa,Mall,Albanian,11,184,58.0,126.0,12.0,1,8,162,48.0,114.0,3.0
2018,Armenia,Armenia,Sevak Khanagyan,Qami (Քամի),Armenian,NQ,NQ,,,,1,15,79,41.0,38.0,16.0
2018,Australia,au,Jessica Mauboy,We Got Love,English,20,99,9.0,90.0,16.0,2,4,212,82.0,130.0,9.0
2018,Austria,at,Cesár Sampson,Nobody but You,English,3,342,71.0,271.0,5.0,1,4,231,116.0,115.0,13.0
2018,Azerbaijan,Azerbaijan,Aisel,X My Heart,English,NQ,NQ,,,,1,11,94,47.0,47.0,1.0
2018,Belarus,Belarus,Alekseev,Forever,English,NQ,NQ,,,,1,16,65,45.0,20.0,8.0
2018,Belgium,Belgium,Sennek,A Matter of Time,English,NQ,NQ,,,,1,12,91,20.0,71.0,4.0
2018,Bulgaria,bg,Equinox,Bones,English,14,166,66.0,100.0,18.0,1,7,177,70.0,107.0,10.0
2018,Croatia,Croatia,Franka,Crazy,English,NQ,NQ,,,,1,17,63,17.0,46.0,12.0
2018,Cyprus,cy,Eleni Foureira,Fuego,English,2,436,253.0,183.0,25.0,1,2,262,173.0,89.0,19.0
2018,Czech Republic,cz,Mikolas Josef,Lie to Me,English,6,281,215.0,66.0,14.0,1,3,232,134.0,98.0,5.0
2018,Denmark,dk,Rasmussen,Higher Ground,English,9,226,188.0,38.0,15.0,2,5,204,164.0,40.0,5.0
2018,Estonia,ee,Elina Nechayeva,La forza,Italian,8,245,102.0,143.0,6.0,1,5,201,120.0,81.0,9.0
